term	code
ganglioglioma of nose	D48.7
nasal ganglioglioma	D48.7
glioneuroma of ciliary body	D48.7
retinal hemangioblastomatosis	D48.7
tumor of iris	D48.7
tumour of iris	D48.7
angle tumor	D48.7
anterior chamber angle tumor	D48.7
anterior chamber angle tumour	D48.7
mucoepidermoid tumour of lacrimal gland	D48.7
fungating tumor of lymph node	D48.7
fungating tumour of lymph node	D48.7
odontogenic tumor of jaw	D48.7
odontogenic tumour of jaw	D48.7
BDUMP - bilateral diffuse uveal melanocytic proliferation	D48.7
BDUMP	D48.7
chorioretinal tumor	D48.7
chorioretinal tumour	D48.7
left ventricular mass	D48.7
LV mass	D48.7
bowenoid papulosis	D48.7
conjunctival intraepithelial neoplasia	D48.7
CIN - conjunctival intraepithelial neoplasia	D48.7
neoplasm of uncertain behavior of lacrimal drainage structure	D48.7
neoplasm of uncertain behavior of lacrimal duct	D48.7
neoplasm of uncertain behaviour of lacrimal drainage structure	D48.7
neoplasm of uncertain behaviour of lacrimal duct	D48.7
mass of knee joint	D48.7
hemangioendothelioma of abdomen	D48.7
haemangioendothelioma of abdomen	D48.7
neoplasm of uncertain behavior of lower leg	D48.7
neoplasm of uncertain behaviour of lower leg	D48.7
adult heart tumor	D48.7
adult cardiac tumor	D48.7
adult cardiac tumour	D48.7
adult heart tumour	D48.7
neoplasm of uncertain behavior of ocular adnexa	D48.7
neoplasm of uncertain behaviour of ocular adnexa	D48.7
neoplasm of uncertain behavior of respiratory and intrathoracic organs	D48.7
neoplasm of uncertain behaviour of respiratory and intrathoracic organs	D48.7
pseudo Meigs syndrome	D48.7
pseudo Demons Meigs syndrome	D48.7
glaucoma due to intraocular neoplasm	D48.7
neoplasm of uncertain behavior of upper arm	D48.7
neoplasm of uncertain behaviour of upper arm	D48.7
neoplasm of uncertain behavior of axilla	D48.7
neoplasm of uncertain behaviour of axilla	D48.7
neoplasm of uncertain behavior of back	D48.7
neoplasm of uncertain behaviour of back	D48.7
neoplasm of uncertain behavior of cheek	D48.7
neoplasm of uncertain behavior of chest wall	D48.7
neoplasm of uncertain behaviour of chest wall	D48.7
neoplasm of uncertain behavior of choroid	D48.7
neoplasm of uncertain behaviour of choroid	D48.7
neoplasm of uncertain behavior of ciliary body	D48.7
neoplasm of uncertain behavior of conjunctiva	D48.7
neoplasm of uncertain behaviour of conjunctiva	D48.7
neoplasm of uncertain behavior of cornea	D48.7
neoplasm of uncertain behaviour of cornea	D48.7
neoplasm of uncertain behavior of endocardium	D48.7
neoplasm of uncertain behaviour of endocardium	D48.7
neoplasm of uncertain behavior of epicardium	D48.7
neoplasm of uncertain behaviour of epicardium	D48.7
neoplasm of uncertain behavior of eye	D48.7
neoplasm of uncertain behavior of face	D48.7
neoplasm of uncertain behaviour of face	D48.7
neoplasm of uncertain behavior of flank	D48.7
neoplasm of uncertain behaviour of flank	D48.7
neoplasm of uncertain behavior of foot	D48.7
neoplasm of uncertain behaviour of foot	D48.7
neoplasm of uncertain behavior of forearm	D48.7
neoplasm of uncertain behavior of hand	D48.7
neoplasm of uncertain behaviour of hand	D48.7
neoplasm of uncertain behavior of head	D48.7
neoplasm of uncertain behaviour of head	D48.7
neoplasm of uncertain behavior of heart	D48.7
neoplasm of uncertain behaviour of heart	D48.7
neoplasm of uncertain behavior of inguinal region	D48.7
neoplasm of uncertain behavior of intra-abdominal organs	D48.7
neoplasm of uncertain behaviour of intra-abdominal organs	D48.7
neoplasm of uncertain behavior of intrathoracic organs	D48.7
neoplasm of uncertain behaviour of intrathoracic organs	D48.7
neoplasm of uncertain behavior of jaw	D48.7
neoplasm of uncertain behaviour of jaw	D48.7
neoplasm of uncertain behavior of lacrimal gland	D48.7
neoplasm of uncertain behavior of lower limb	D48.7
neoplasm of uncertain behaviour of lower limb	D48.7
neoplasm of uncertain behavior of lymph node	D48.7
neoplasm of uncertain behaviour of lymph node	D48.7
neoplasm of uncertain behavior of myocardium	D48.7
neoplasm of uncertain behaviour of myocardium	D48.7
neoplasm of uncertain behavior of neck	D48.7
neoplasm of uncertain behaviour of neck	D48.7
neoplasm of uncertain behavior of nose	D48.7
neoplasm of uncertain behaviour of nose	D48.7
neoplasm of uncertain behavior of orbit proper	D48.7
neoplasm of uncertain behaviour of orbit	D48.7
neoplasm of uncertain behaviour of orbit proper	D48.7
neoplasm of uncertain behavior of pelvis	D48.7
neoplasm of uncertain behaviour of pelvis	D48.7
neoplasm of uncertain behavior of pericardium	D48.7
neoplasm of uncertain behaviour of pericardium	D48.7
tumor of pericardium	D48.7
tumour of pericardium	D48.7
neoplasm of uncertain behaviour of presacral region	D48.7
neoplasm of uncertain behavior of rectovaginal septum	D48.7
neoplasm of uncertain behaviour of rectovaginal septum	D48.7
neoplasm of uncertain behavior of rectovesical septum	D48.7
neoplasm of uncertain behavior of retina	D48.7
neoplasm of uncertain behaviour of retina	D48.7
neoplasm of uncertain behavior of sacrococcygeal region	D48.7
neoplasm of uncertain behaviour of sacrococcygeal region	D48.7
neoplasm of uncertain behavior of sclera	D48.7
neoplasm of uncertain behaviour of sclera	D48.7
neoplasm of uncertain behavior of shoulder	D48.7
neoplasm of uncertain behaviour of shoulder	D48.7
neoplasm of uncertain behavior of supraclavicular region	D48.7
neoplasm of uncertain behaviour of supraclavicular region	D48.7
neoplasm of uncertain behavior of the perineum	D48.7
neoplasm of uncertain behaviour of the perineum	D48.7
neoplasm of uncertain behavior of thigh	D48.7
neoplasm of uncertain behaviour of thigh	D48.7
neoplasm of uncertain behavior of trunk	D48.7
neoplasm of uncertain behaviour of trunk	D48.7
neoplasm of uncertain behavior of upper limb	D48.7
neoplasm of uncertain behaviour of upper limb	D48.7
neoplasm of uncertain behavior of uveal tract	D48.7
neoplasm of uncertain behaviour of uveal tract	D48.7
megaloblastic anemia due to poor nutrition	D52.0
dietary folate deficiency anaemia	D52.0
dietary folate deficiency anemia	D52.0
megaloblastic anaemia due to poor nutrition	D52.0
goats' milk anemia	D52.0
goats' milk anaemia	D52.0
folate deficiency anemia due to malabsorption	D52.0
folate deficiency anaemia due to malabsorption	D52.0
megaloblastic anemia due to dietary causes	D52.0
megaloblastic anaemia due to dietary causes	D52.0
folate deficiency anaemia due to dietary causes	D52.0
megaloblastic anemia due to total parenteral nutrition	D52.0
megaloblastic anaemia due to hyperalimentation	D52.0
megaloblastic anaemia due to total parenteral nutrition	D52.0
megaloblastic anemia due to hyperalimentation	D52.0
acute megaloblastic anemia secondary to total parenteral nutrition	D52.0
acute megaloblastic anaemia secondary to total parenteral nutrition	D52.0
megaloblastic anemia due to folate deficiency due to increased requirement	D52.0
megaloblastic anaemia due to folate deficiency secondary to increased requirement	D52.0
megaloblastic anemia due to folate deficiency in pregnancy and lactation	D52.0
megaloblastic anemia due to folate deficiency in prematurity	D52.0
megaloblastic anaemia due to folate deficiency in prematurity	D52.0
megaloblastic anemia due to vegetarianism	D52.0
megaloblastic anaemia due to vegetarianism	D52.0
vegans' anaemia	D52.0
vegans' anemia	D52.0
megaloblastic anemia due to folate deficiency	D52.0
folate deficiency anaemia	D52.0
folate deficiency anemia	D52.0
folic acid deficiency anaemia	D52.0
folic acid deficiency anemia	D52.0
quantitative disorder of neutrophils	D72.8
basophilic hyperplasia	D72.8
leukocytosis	D72.8
leucocytosis	D72.8
stress neutrophilia	D72.8
B lymphocyte disorder	D72.8
granulocyte abnormality due to immune defect	D72.8
lymphocytosis - absolute	D72.8
relative lymphocytosis	D72.8
leukemoid reaction of the newborn	D72.8
infantile pseudoleukaemia	D72.8
infantile pseudoleukemia	D72.8
leukaemoid reaction of the newborn	D72.8
monocytosis	D72.8
neutrophil cytomatrix disorder	D72.8
chronic idiopathic monocytosis	D72.8
T-cell lymphocytosis	D72.8
corticosteroid-induced neutrophilia	D72.8
monocytoid disorder	D72.8
lymphocytoid disorder	D72.8
specific granule deficiency	D72.8
SGD - Specific granule deficiency	D72.8
SGD	D72.8
myeloperoxidase deficiency	D72.8
MPO - Myeloperoxidase deficiency	D72.8
MPO	D72.8
phagocytic cell defect	D72.8
disorder of phagocytic cell number	D72.8
defective phagocytic cell killing	D72.8
neutrophil secondary granule deficiency	D72.8
persistent lymphocytosis	D72.8
ring-form neutrophil	D72.8
doughnut cell	D72.8
ring-form	D72.8
macropolycytosis	D72.8
drumstick nuclear appendage	D72.8
episodic lymphocytopenia	D72.8
myelocytes in blood	D72.8
granulation anomaly	D72.8
granulocyte granule deficiency	D72.8
monocytic leukemoid reaction	D72.8
monocytic leukaemoid reaction	D72.8
lymphocytic leukemoid reaction	D72.8
lymphocytic leukaemoid reaction	D72.8
granulocytosis	D72.8
lymphocyte disorder	D72.8
neutrophil motility disorder	D72.8
plasmacytosis	D72.8
jung syndrome	D72.8
siccardi syndrome	D72.8
neutrophilia disorder	D72.8
neutrocytosis	D72.8
panleukopenia	D72.8
panleucopenia	D72.8
basophilic leukemoid reaction	D72.8
basophilic leukaemoid reaction	D72.8
eosinopenia	D72.8
eosinophilic cytopenia	D72.8
T lymphocyte disorder	D72.8
diffuse infiltrative lymphocytosis syndrome	D72.8
dILS - diffuse infiltrative lymphocytosis syndrome	D72.8
acute neutrophilia	D72.8
alymphocytosis	D72.8
lymphopenia	D72.8
leukemoid reaction	D72.8
leukaemoid reaction	D72.8
drug-induced neutrophilia	D72.8
lymphocytosis	D72.8
autoimmune lymphoproliferative syndrome	D72.8
Canale-Smith syndrome	D72.8
pseudoneutrophilia	D72.8
lazy leukocyte syndrome	D72.8
lazy leucocyte syndrome	D72.8
neutrophilic leukemoid reaction	D72.8
granulocytic leukaemoid reaction	D72.8
granulocytic leukemoid reaction	D72.8
myelocytic leukemoid reaction	D72.8
neutrophilic leukaemoid reaction	D72.8
leukoerythroblastotic reaction	D72.8
monoclonal B-cell lymphocytosis	D72.8
MBL - monoclonal B-cell lymphocytosis	D72.8
MBL	D72.8
non malignant mast cell disease	D72.8
RAS-associated autoimmune leukoproliferative disease	D72.8
RALD - RAS-associated autoimmune leucoproliferative disease	D72.8
RALD - RAS-associated autoimmune leukoproliferative disease	D72.8
RAS-associated autoimmune leucoproliferative disease	D72.8
autoimmune lymphoproliferative syndrome type 4	D72.8
autoimmune lymphoproliferative syndrome type IV	D72.8
RALD	D72.8
acquired neutrophilia	D72.8
constitutional neutrophilia	D72.8
acquired disorder of neutrophil function	D72.8
disorder of neutrophil adhesion	D72.8
disorder of neutrophil chemotaxis	D72.8
acquired eosinopenia	D72.8
acquired lymphocytopenia	D72.8
acquired lymphopenia	D72.8
acquired lymphocytosis	D72.8
anaphylaxis due to mast cell disorder	D72.8
idiopathic CD4 lymphocytopenia	D72.8
ICL - idiopathic CD4 lymphocytopenia	D72.8
ICL	D72.8
persistent polyclonal B-cell lymphocytosis	D72.8
PPBL - persistent polyclonal B-cell lymphocytosis	D72.8
persistent polyclonal B-cell lymphocytosis with binucleated lymphocytes	D72.8
PPBL	D72.8
monocytopenia with susceptibility to infections	D72.8
MonoMAC	D72.8
monocyte-B natural killer dendritic cell deficiency syndrome	D72.8
monocytopenia and mycobacterial infection syndrome	D72.8
non-chronic lymphocytic leukemia monoclonal B-cell lymphocytosis	D72.8
non-CLL (chronic lymphocytic leukaemia) monoclonal B-cell lymphocytosis	D72.8
non-CLL (chronic lymphocytic leukemia) monoclonal B-cell lymphocytosis	D72.8
non-chronic lymphocytic leukaemia monoclonal B-cell lymphocytosis	D72.8
monoclonal B-cell lymphocytosis chronic lymphocytic leukemia-type	D72.8
MBL-CLL - monoclonal B-cell lymphocytosis chronic lymphocytic leukaemia-type	D72.8
monoclonal B-cell lymphocytosis chronic lymphocytic leukaemia-type	D72.8
MBL-CLL	D72.8
MBL-CLL	D72.8
chronic neutrophilia	D72.8
Down syndrome co-occurrent with leukemoid reaction associated transient neonatal pustulosis	D72.8
Down syndrome co-occurrent with leukaemoid reaction associated transient neonatal pustulosis	D72.8
eosinopenia due to infectious disease	D72.8
lymphocytopenia due to severe acute respiratory syndrome coronavirus 2	D72.8
lymphocytopenia due to 2019 novel coronavirus	D72.8
lymphocytopenia due to COVID-19	D72.8
lymphocytopenia due to SARS-CoV-2	D72.8
lymphopenia due to COVID-19	D72.8
lymphopenia due to severe acute respiratory syndrome coronavirus 2	D72.8
neonatal lymphocytopenia	D72.8
disorder of glomerulus due to complement system disorder	D84.1
glomerular disease due to complement system disorder	D84.1
complement component 8 deficiency	D84.1
C8 (complement component 8) deficiency	D84.1
C8	D84.1
angioedema of gingiva due to deficiency of C1 esterase inhibitor	D84.1
hereditary angioedema with C1 esterase inhibitor deficiency	D84.1
HAE (hereditary angioedema) with C1Inh (C1 esterase inhibitor) deficiency	D84.1
hereditary angioedema with C1Inh (C1 esterase inhibitor) deficiency	D84.1
hereditary angioneurotic edema with C1 inhibitor deficiency	D84.1
hereditary angioneurotic oedema with C1 inhibitor deficiency	D84.1
HAE	D84.1
deficiency of dimethylallyltranstransferase	D84.1
deficiency of dimethylallyltransferase	D84.1
deficiency of prenyltransferase	D84.1
deficiency of deoxyribonuclease I	D84.1
deficiency of DNase	D84.1
deficiency of pancreatic Dnase	D84.1
deficiency of thymonuclease	D84.1
deficiency of allantoinase	D84.1
deficiency of cholate-CoA ligase	D84.1
deficiency of choloyl-CoA synthetase	D84.1
complement hyperactivation, angiopathic thrombosis, protein losing enteropathy syndrome	D84.1
CHAPLE syndrome	D84.1
CHAPLE	D84.1
complement abnormality	D84.1
phosphoglycerokinase deficiency	D84.1
PGK - Phosphoglycerokinase deficiency	D84.1
classical complement pathway abnormality	D84.1
complement 1q deficiency	D84.1
complement 1q beta chain deficiency	D84.1
complement 1q dysfunction	D84.1
complement 1r deficiency	D84.1
complement 1s deficiency	D84.1
complement 2 deficiency	D84.1
complement 4 deficiency	D84.1
C4AQ0 - Complement 4A deficiency	D84.1
C4AQ0	D84.1
complement 4B deficiency	D84.1
C4BQ0 - Complement 4B deficiency	D84.1
C4BQ0	D84.1
alternative pathway deficiency	D84.1
factor D deficiency	D84.1
terminal component deficiency	D84.1
complement 5 deficiency	D84.1
complement 6 deficiency	D84.1
complement 7 deficiency	D84.1
combined complement 6 and 7 deficiencies	D84.1
complement 8 beta chain deficiency	D84.1
complement 8 beta chain dysfunction	D84.1
complement 8 alpha-gamma deficiency	D84.1
complement 9 deficiency	D84.1
hereditary C1 esterase inhibitor deficiency - deficient factor	D84.1
C1 esterase inhibitor deficiency - type 1	D84.1
hereditary angio-oedema - type 1	D84.1
hereditary angioedema - type 1	D84.1
hereditary angioneurotic edema - type 1	D84.1
hereditary angioneurotic oedema - type 1	D84.1
C1 esterase inhibitor deficiency - type 2	D84.1
hereditary C1 esterase inactivity	D84.1
hereditary angio-oedema - type 2	D84.1
hereditary angioedema - type 2	D84.1
hereditary angioneurotic edema - type 2	D84.1
factor H deficiency	D84.1
complement 4 binding protein deficiency	D84.1
decay accelerating factor deficiency	D84.1
CD55 - Cluster of differentiation antigen 55 deficiency	D84.1
CD55	D84.1
homologous restriction factor deficiency	D84.1
C8 binding protein deficiency	D84.1
CD59 - Cluster of differentiation 59 deficiency	D84.1
CD59	D84.1
complement 5a inhibitor deficiency	D84.1
anaphylotoxin inactivator deficiency	D84.1
carboxypeptidase B deficiency	D84.1
carboxypeptidase N deficiency	D84.1
kininase I deficiency	D84.1
complement receptor deficiency	D84.1
complement receptor 1 deficiency	D84.1
complement receptor 3 deficiency	D84.1
CR3 (complement receptor 3) deficiency	D84.1
CR3	D84.1
acquired C1 esterase inhibitor deficiency	D84.1
acquired angio-oedema	D84.1
acquired angioedema	D84.1
acquired angioneurotic edema with C1 inhibitor deficiency	D84.1
acquired angioneurotic edema with C1Inh (C1 esterase inhibitor) deficiency	D84.1
acquired angioneurotic oedema with C1 inhibitor deficiency	D84.1
acquired angioneurotic oedema with C1Inh (C1 esterase inhibitor) deficiency	D84.1
